"['id', 'date', 'hour', 'leagueMatchNb', 'idHome', 'homeTeam', 'idAway', 'awayTeam', 'h_score', 'a_score', 'h_possession', 'h_shots', 'h_targettedShots', 'h_nonTargettedShots', 'h_blockedShots', 'h_freeKicks', 'h_corners', 'h_offPlays', 'h_throwsIns', 'h_goalKeeperSaves', 'h_fouls', 'h_redCards', 'h_yellowCards', 'h_attemptedPasses', 'h_succeededPasses', 'h_tackles', 'h_attacks', 'h_dangerousAttacks', 'a_possession', 'a_shots', 'a_targettedShots', 'a_nonTargettedShots', 'a_blockedShots', 'a_freeKicks', 'a_corners', 'a_offPlays', 'a_throwsIns', 'a_goalKeeperSaves', 'a_fouls', 'a_redCards', 'a_yellowCards', 'a_attemptedPasses', 'a_succeededPasses', 'a_tackles', 'a_attacks', 'a_dangerousAttacks']"
"[274, 20201128, 2100, '12', 2, 'PSG', 12, 'FCGB', '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[275, 20201128, 1700, '12', 5, 'OM', 18, 'FCN', '3', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[276, 20201127, 2100, '12', 15, 'RCSA', 6, 'SRFC', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[277, 20201125, 1900, '8', 7, 'RCL', 18, 'FCN', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[278, 20201122, 2100, '11', 1, 'LOSC', 16, 'FCL', '4', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[279, 20201122, 1700, '11', 13, 'SCO', 4, 'OL', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[280, 20201122, 1500, '11', 20, 'DFCO', 7, 'RCL', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[281, 20201122, 1500, '11', 8, 'MHSC', 15, 'RCSA', '4', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[282, 20201122, 1500, '11', 14, 'SDR', 19, 'NO', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[283, 20201122, 1300, '11', 18, 'FCN', 10, 'FCM', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[284, 20201121, 1700, '11', 17, 'SB29', 11, 'ASSE', '4', '1', 41, 10, 5, 4, 1, 10, 5, 0, 0, 12, 1, 0, 75, 405, 306, 21, 76, 30, 59, 17, 1, 9, 7, 12, 6, 0, 1, 10, 1, 0, 86, 558, 485, 16, 147, 75]"
"[285, 20201120, 2100, '11', 3, 'ASM', 2, 'PSG', '3', '2', 52, 15, 5, 8, 2, 22, 2, 0, 2, 12, 0, 0, 0, 2, 540, 26, 73, 39, 48, 9, 4, 5, 0, 12, 1, 4, 2, 19, 1, 0, 0, 3, 491, 13, 75, 38]"
"[286, 20201120, 1900, '11', 6, 'SRFC', 12, 'FCGB', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[287, 20201108, 2100, '10', 4, 'OL', 11, 'ASSE', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[288, 20201108, 1700, '10', 9, 'OGCN', 3, 'ASM', '1', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[289, 20201108, 1500, '10', 7, 'RCL', 14, 'SDR', '4', '4', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[290, 20201108, 1500, '10', 16, 'FCL', 18, 'FCN', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[291, 20201108, 1500, '10', 10, 'FCM', 20, 'DFCO', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[292, 20201108, 1500, '10', 19, 'NO', 13, 'SCO', '1', '5', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[293, 20201108, 1300, '10', 17, 'SB29', 1, 'LOSC', '3', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[294, 20201107, 2100, '10', 2, 'PSG', 6, 'SRFC', '3', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[295, 20201107, 1700, '10', 12, 'FCGB', 8, 'MHSC', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[296, 20201106, 2100, '10', 15, 'RCSA', 5, 'OM', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[297, 20201101, 2100, '9', 1, 'LOSC', 4, 'OL', '1', '1', 60, 15, 6, 4, 5, 9, 9, 0, 0, 14, 0, 0, 0, 3, 600, 19, 137, 71, 40, 8, 1, 4, 3, 15, 4, 0, 5, 10, 1, 0, 0, 3, 402, 19, 78, 36]"
"[298, 20201101, 1700, '9', 3, 'ASM', 12, 'FCGB', '4', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[299, 20201101, 1500, '9', 13, 'SCO', 9, 'OGCN', '0', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[300, 20201101, 1500, '9', 20, 'DFCO', 16, 'FCL', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[301, 20201101, 1500, '9', 19, 'NO', 10, 'FCM', '0', '1', 67, 16, 2, 8, 6, 16, 10, 1, 4, 13, 0, 0, 0, 3, 556, 12, 149, 70, 33, 8, 5, 1, 2, 13, 1, 1, 2, 15, 1, 0, 0, 2, 283, 21, 83, 20]"
"[302, 20201101, 1500, '9', 14, 'SDR', 15, 'RCSA', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[303, 20201101, 1300, '9', 11, 'ASSE', 8, 'MHSC', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[304, 20201031, 2100, '9', 18, 'FCN', 2, 'PSG', '0', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[305, 20201031, 1700, '9', 6, 'SRFC', 17, 'SB29', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[306, 20201025, 2100, '8', 4, 'OL', 3, 'ASM', '4', '1', 34, 15, 6, 6, 3, 14, 2, 3, 4, 12, 1, 0, 0, 3, 290, 16, 79, 29, 66, 18, 5, 6, 7, 14, 12, 0, 2, 15, 0, 0, 0, 4, 560, 15, 135, 69]"
"[307, 20201025, 1700, '8', 9, 'OGCN', 1, 'LOSC', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[308, 20201025, 1500, '8', 12, 'FCGB', 19, 'NO', '2', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[309, 20201025, 1500, '8', 17, 'SB29', 15, 'RCSA', '0', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[310, 20201025, 1500, '8', 10, 'FCM', 11, 'ASSE', '2', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[311, 20201025, 1500, '8', 8, 'MHSC', 14, 'SDR', '0', '4', 32, 5, 1, 3, 1, 13, 3, 0, 5, 7, 2, 0, 0, 1, 323, 10, 75, 19, 68, 24, 9, 9, 6, 5, 8, 2, 1, 11, 0, 0, 0, 0, 686, 14, 137, 69]"
"[312, 20201024, 2100, '8', 2, 'PSG', 20, 'DFCO', '4', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[313, 20201024, 1700, '8', 16, 'FCL', 5, 'OM', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[314, 20201023, 2100, '8', 6, 'SRFC', 13, 'SCO', '1', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[315, 20201018, 2100, '7', 1, 'LOSC', 7, 'RCL', '4', '0', 57, 17, 6, 5, 6, 17, 7, 1, 2, 13, 0, 0, 0, 0, 513, 12, 130, 30, 43, 7, 2, 3, 2, 14, 2, 1, 2, 16, 2, 0, 0, 3, 392, 23, 85, 14]"
"[316, 20201018, 1700, '7', 11, 'ASSE', 9, 'OGCN', '1', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[317, 20201018, 1500, '7', 13, 'SCO', 10, 'FCM', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[318, 20201018, 1500, '7', 3, 'ASM', 8, 'MHSC', '1', '1', 81, 21, 7, 7, 7, 15, 10, 2, 1, 13, 0, 0, 0, 2, 677, 14, 184, 101, 19, 3, 2, 1, 0, 15, 2, 3, 6, 13, 1, 0, 0, 1, 161, 8, 61, 8]"
"[319, 20201018, 1500, '7', 18, 'FCN', 17, 'SB29', '3', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[320, 20201018, 1300, '7', 15, 'RCSA', 4, 'OL', '2', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[321, 20201017, 2100, '7', 5, 'OM', 12, 'FCGB', '3', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[322, 20201017, 1700, '7', 14, 'SDR', 16, 'FCL', '1', '3', 47, 6, 3, 1, 2, 13, 3, 2, 1, 14, 2, 0, 0, 4, 345, 13, 103, 37, 53, 14, 4, 5, 5, 15, 6, 2, 2, 11, 0, 0, 0, 1, 388, 21, 92, 30]"
"[323, 20201016, 2100, '7', 19, 'NO', 2, 'PSG', '0', '4', 24, 5, 2, 3, 0, 14, 1, 1, 7, 10, 1, 0, 0, 1, 224, 12, 67, 23, 76, 30, 11, 12, 7, 11, 9, 0, 2, 12, 0, 0, 0, 2, 706, 11, 132, 82]"
"[324, 20201016, 1900, '7', 20, 'DFCO', 6, 'SRFC', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[325, 20201004, 2100, '6', 4, 'OL', 5, 'OM', '1', '1', 68, 24, 3, 15, 6, 8, 19, 1, 0, 14, 0, 0, 0, 1, 531, 17, 135, 117, 32, 3, 1, 2, 0, 15, 5, 0, 2, 10, 1, 0, 0, 2, 266, 13, 63, 17]"
"[326, 20201004, 1700, '6', 6, 'SRFC', 14, 'SDR', '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[327, 20201004, 1500, '6', 12, 'FCGB', 20, 'DFCO', '3', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[328, 20201004, 1500, '6', 17, 'SB29', 3, 'ASM', '1', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[329, 20201004, 1500, '6', 10, 'FCM', 16, 'FCL', '3', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[330, 20201004, 1500, '6', 15, 'RCSA', 1, 'LOSC', '0', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[331, 20201004, 1300, '6', 8, 'MHSC', 19, 'NO', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[332, 20201003, 2100, '6', 9, 'OGCN', 18, 'FCN', '2', '1', 73, 18, 7, 6, 5, 10, 9, 2, 0, 13, 0, 0, 0, 2, 758, 15, 171, 78, 27, 11, 1, 6, 4, 14, 2, 2, 5, 8, 1, 0, 0, 1, 274, 18, 63, 26]"
"[333, 20201003, 1700, '6', 7, 'RCL', 11, 'ASSE', '2', '0', 67, 13, 5, 6, 2, 9, 12, 2, 1, 23, 0, 0, 0, 1, 532, 26, 74, 52, 33, 2, 1, 1, 0, 25, 0, 0, 3, 10, 2, 0, 0, 1, 274, 14, 51, 9]"
"[334, 20201002, 2100, '6', 2, 'PSG', 13, 'SCO', '6', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[335, 20200927, 2100, '5', 14, 'SDR', 2, 'PSG', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[336, 20200927, 1700, '5', 16, 'FCL', 4, 'OL', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[337, 20200927, 1500, '5', 13, 'SCO', 17, 'SB29', '3', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[338, 20200927, 1500, '5', 20, 'DFCO', 8, 'MHSC', '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[339, 20200927, 1500, '5', 3, 'ASM', 15, 'RCSA', '3', '2', 57, 11, 5, 3, 3, 16, 6, 3, 3, 11, 2, 0, 0, 3, 522, 17, 113, 42, 43, 11, 5, 4, 2, 13, 2, 5, 2, 12, 0, 0, 0, 1, 378, 12, 118, 47]"
"[340, 20200927, 1500, '5', 19, 'NO', 7, 'RCL', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[341, 20200927, 1300, '5', 12, 'FCGB', 9, 'OGCN', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[342, 20200926, 2100, '5', 5, 'OM', 10, 'FCM', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[343, 20200926, 1700, '5', 11, 'ASSE', 6, 'SRFC', '0', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[344, 20200925, 2100, '5', 1, 'LOSC', 18, 'FCN', '2', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[345, 20200920, 2100, '4', 5, 'OM', 1, 'LOSC', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[346, 20200920, 1700, '4', 18, 'FCN', 11, 'ASSE', '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[347, 20200920, 1500, '4', 17, 'SB29', 16, 'FCL', '3', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[348, 20200920, 1500, '4', 10, 'FCM', 14, 'SDR', '2', '1', 59, 14, 4, 7, 3, 7, 8, 1, 3, 14, 0, 0, 0, 1, 447, 21, 119, 66, 41, 10, 4, 3, 3, 15, 5, 0, 2, 7, 1, 0, 0, 4, 317, 18, 88, 30]"
"[349, 20200920, 1500, '4', 8, 'MHSC', 13, 'SCO', '4', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[350, 20200920, 1500, '4', 15, 'RCSA', 20, 'DFCO', '1', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[351, 20200920, 1300, '4', 9, 'OGCN', 2, 'PSG', '0', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[352, 20200919, 2100, '4', 6, 'SRFC', 3, 'ASM', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[353, 20200919, 1700, '4', 7, 'RCL', 12, 'FCGB', '2', '1', 59, 19, 5, 8, 6, 15, 7, 1, 2, 15, 0, 0, 0, 5, 545, 15, 150, 34, 41, 7, 3, 4, 0, 16, 0, 1, 3, 15, 1, 0, 0, 5, 380, 15, 80, 12]"
"[354, 20200918, 2100, '4', 4, 'OL', 19, 'NO', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[355, 20200917, 2100, '1', 5, 'OM', 11, 'ASSE', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[356, 20200916, 2100, '1', 2, 'PSG', 10, 'FCM', '1', '0', 72, 20, 8, 10, 2, 9, 8, 1, 1, 8, 1, 0, 0, 3, 638, 12, 141, 56, 28, 7, 1, 3, 3, 9, 2, 3, 7, 6, 0, 0, 0, 2, 254, 16, 80, 32]"
"[357, 20200915, 2100, '1', 8, 'MHSC', 4, 'OL', '2', '1', 44, 10, 3, 4, 3, 13, 4, 2, 6, 13, 1, 0, 0, 3, 391, 12, 101, 35, 56, 19, 7, 6, 6, 14, 11, 0, 2, 13, 1, 0, 0, 2, 488, 17, 123, 59]"
"[358, 20200913, 2100, '3', 2, 'PSG', 5, 'OM', '0', '1', 66, 14, 4, 6, 4, 22, 4, 4, 1, 17, 3, 0, 0, 6, 527, 19, 152, 69, 34, 5, 2, 1, 2, 21, 2, 3, 4, 19, 2, 0, 0, 8, 278, 20, 75, 19]"
"[359, 20200913, 1700, '3', 3, 'ASM', 18, 'FCN', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[360, 20200913, 1500, '3', 13, 'SCO', 14, 'SDR', '1', '0', 58, 20, 7, 10, 3, 11, 1, 2, 2, 12, 1, 0, 0, 4, 544, 8, 127, 50, 42, 7, 2, 5, 0, 14, 2, 0, 6, 12, 1, 0, 0, 2, 401, 15, 84, 21]"
"[361, 20200913, 1500, '3', 20, 'DFCO', 17, 'SB29', '0', '2', 50, 7, 3, 2, 2, 17, 5, 1, 3, 16, 1, 0, 0, 2, 433, 16, 102, 39, 50, 19, 5, 10, 4, 17, 7, 2, 3, 16, 0, 0, 0, 0, 438, 24, 114, 59]"
"[362, 20200913, 1500, '3', 16, 'FCL', 7, 'RCL', '2', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[363, 20200913, 1500, '3', 19, 'NO', 6, 'SRFC', '2', '4', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[364, 20200913, 1300, '3', 1, 'LOSC', 10, 'FCM', '1', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[365, 20200912, 2100, '3', 11, 'ASSE', 15, 'RCSA', '2', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[366, 20200912, 1700, '3', 8, 'MHSC', 9, 'OGCN', '3', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
